"","participant","id","TargetLooks","SEG3_onset","type","condition","exp"
"5155","M11","20",0,-697,"SAME","Opaque","exp"
"5156","M11","20",0,-677,"SAME","Opaque","exp"
"5157","M11","20",0,-657,"SAME","Opaque","exp"
"5158","M11","20",0,-637,"SAME","Opaque","exp"
"5159","M11","20",0,-617,"SAME","Opaque","exp"
"5160","M11","20",0,-597,"SAME","Opaque","exp"
"5161","M11","20",0,-577,"SAME","Opaque","exp"
"5162","M11","20",0,-557,"SAME","Opaque","exp"
"5163","M11","20",0,-537,"SAME","Opaque","exp"
"5164","M11","20",0,-517,"SAME","Opaque","exp"
"5165","M11","20",0,-497,"SAME","Opaque","exp"
"5166","M11","20",0,-477,"SAME","Opaque","exp"
"5167","M11","20",0,-457,"SAME","Opaque","exp"
"5168","M11","20",0,-437,"SAME","Opaque","exp"
"5169","M11","20",0,-417,"SAME","Opaque","exp"
"5170","M11","20",0,-397,"SAME","Opaque","exp"
"5171","M11","20",0,-377,"SAME","Opaque","exp"
"5172","M11","20",0,-357,"SAME","Opaque","exp"
"5173","M11","20",0,-337,"SAME","Opaque","exp"
"5174","M11","20",0,-317,"SAME","Opaque","exp"
"5175","M11","20",0,-297,"SAME","Opaque","exp"
"5176","M11","20",0,-277,"SAME","Opaque","exp"
"5177","M11","20",0,-257,"SAME","Opaque","exp"
"5178","M11","20",0,-237,"SAME","Opaque","exp"
"5179","M11","20",0,-217,"SAME","Opaque","exp"
"5180","M11","20",0,-197,"SAME","Opaque","exp"
"5181","M11","20",0,-177,"SAME","Opaque","exp"
"5182","M11","20",0,-157,"SAME","Opaque","exp"
"5183","M11","20",0,-137,"SAME","Opaque","exp"
"5184","M11","20",0,-117,"SAME","Opaque","exp"
"5185","M11","20",0,-97,"SAME","Opaque","exp"
"5186","M11","20",0,-77,"SAME","Opaque","exp"
"5187","M11","20",0,-57,"SAME","Opaque","exp"
"5188","M11","20",0,-37,"SAME","Opaque","exp"
"5189","M11","20",0,-17,"SAME","Opaque","exp"
"5190","M11","20",0,3,"SAME","Opaque","exp"
"5191","M11","20",0,23,"SAME","Opaque","exp"
"5192","M11","20",0,43,"SAME","Opaque","exp"
"5193","M11","20",0,63,"SAME","Opaque","exp"
"5194","M11","20",0,83,"SAME","Opaque","exp"
"5195","M11","20",0,103,"SAME","Opaque","exp"
"5196","M11","20",0,123,"SAME","Opaque","exp"
"5197","M11","20",0,143,"SAME","Opaque","exp"
"5198","M11","20",0,163,"SAME","Opaque","exp"
"5199","M11","20",0,183,"SAME","Opaque","exp"
"5200","M11","20",0,203,"SAME","Opaque","exp"
"5201","M11","20",0,223,"SAME","Opaque","exp"
"5202","M11","20",0,243,"SAME","Opaque","exp"
"5203","M11","20",0,263,"SAME","Opaque","exp"
"5204","M11","20",0,283,"SAME","Opaque","exp"
"5205","M11","20",0,303,"SAME","Opaque","exp"
"5206","M11","20",0.45,323,"SAME","Opaque","exp"
"5207","M11","20",1,343,"SAME","Opaque","exp"
"5208","M11","20",1,363,"SAME","Opaque","exp"
"5209","M11","20",1,383,"SAME","Opaque","exp"
"5210","M11","20",1,403,"SAME","Opaque","exp"
"5211","M11","20",1,423,"SAME","Opaque","exp"
"5212","M11","20",1,443,"SAME","Opaque","exp"
"5213","M11","20",1,463,"SAME","Opaque","exp"
"5214","M11","20",1,483,"SAME","Opaque","exp"
"5215","M11","20",1,503,"SAME","Opaque","exp"
"5216","M11","20",1,523,"SAME","Opaque","exp"
"5217","M11","8",0,-865,"DIFF","Transp","exp"
"5218","M11","8",0.15,-845,"DIFF","Transp","exp"
"5219","M11","8",1,-825,"DIFF","Transp","exp"
"5220","M11","8",1,-805,"DIFF","Transp","exp"
"5221","M11","8",1,-785,"DIFF","Transp","exp"
"5222","M11","8",1,-765,"DIFF","Transp","exp"
"5223","M11","8",1,-745,"DIFF","Transp","exp"
"5224","M11","8",1,-725,"DIFF","Transp","exp"
"5225","M11","8",1,-705,"DIFF","Transp","exp"
"5226","M11","8",1,-685,"DIFF","Transp","exp"
"5227","M11","8",1,-665,"DIFF","Transp","exp"
"5228","M11","8",1,-645,"DIFF","Transp","exp"
"5229","M11","8",1,-625,"DIFF","Transp","exp"
"5230","M11","8",1,-605,"DIFF","Transp","exp"
"5231","M11","8",1,-585,"DIFF","Transp","exp"
"5232","M11","8",1,-565,"DIFF","Transp","exp"
"5233","M11","8",1,-545,"DIFF","Transp","exp"
"5234","M11","8",1,-525,"DIFF","Transp","exp"
"5235","M11","8",1,-505,"DIFF","Transp","exp"
"5236","M11","8",1,-485,"DIFF","Transp","exp"
"5237","M11","8",1,-465,"DIFF","Transp","exp"
"5238","M11","8",1,-445,"DIFF","Transp","exp"
"5239","M11","8",1,-425,"DIFF","Transp","exp"
"5240","M11","8",1,-405,"DIFF","Transp","exp"
"5241","M11","8",1,-385,"DIFF","Transp","exp"
"5242","M11","8",1,-365,"DIFF","Transp","exp"
"5243","M11","8",1,-345,"DIFF","Transp","exp"
"5244","M11","8",1,-325,"DIFF","Transp","exp"
"5245","M11","8",1,-305,"DIFF","Transp","exp"
"5246","M11","8",1,-285,"DIFF","Transp","exp"
"5247","M11","8",1,-265,"DIFF","Transp","exp"
"5248","M11","8",1,-245,"DIFF","Transp","exp"
"5249","M11","8",1,-225,"DIFF","Transp","exp"
"5250","M11","8",1,-205,"DIFF","Transp","exp"
"5251","M11","8",1,-185,"DIFF","Transp","exp"
"5252","M11","8",1,-165,"DIFF","Transp","exp"
"5253","M11","8",1,-145,"DIFF","Transp","exp"
"5254","M11","8",0.74,-125,"DIFF","Transp","exp"
"5255","M11","8",0,-105,"DIFF","Transp","exp"
"5256","M11","8",0,-85,"DIFF","Transp","exp"
"5257","M11","8",0,-65,"DIFF","Transp","exp"
"5258","M11","8",0,-45,"DIFF","Transp","exp"
"5259","M11","8",0,-25,"DIFF","Transp","exp"
"5260","M11","8",0.9,-5,"DIFF","Transp","exp"
"5261","M11","8",1,15,"DIFF","Transp","exp"
"5262","M11","8",1,35,"DIFF","Transp","exp"
"5263","M11","8",1,55,"DIFF","Transp","exp"
"5264","M11","8",1,75,"DIFF","Transp","exp"
"5265","M11","8",1,95,"DIFF","Transp","exp"
"5266","M11","8",1,115,"DIFF","Transp","exp"
"5267","M11","101",0,-862,"SAME","Transp","exp"
"5268","M11","101",0,-842,"SAME","Transp","exp"
"5269","M11","101",0,-822,"SAME","Transp","exp"
"5270","M11","101",0,-802,"SAME","Transp","exp"
"5271","M11","101",0,-782,"SAME","Transp","exp"
"5272","M11","101",0,-762,"SAME","Transp","exp"
"5273","M11","101",0,-742,"SAME","Transp","exp"
"5274","M11","101",0,-722,"SAME","Transp","exp"
"5275","M11","101",0,-702,"SAME","Transp","exp"
"5276","M11","101",0,-682,"SAME","Transp","exp"
"5277","M11","101",0,-662,"SAME","Transp","exp"
"5278","M11","101",0,-642,"SAME","Transp","exp"
"5279","M11","101",0,-622,"SAME","Transp","exp"
"5280","M11","101",0,-602,"SAME","Transp","exp"
"5281","M11","101",0,-582,"SAME","Transp","exp"
"5282","M11","101",0,-562,"SAME","Transp","exp"
"5283","M11","101",0,-542,"SAME","Transp","exp"
"5284","M11","101",0,-522,"SAME","Transp","exp"
"5285","M11","101",0,-502,"SAME","Transp","exp"
"5286","M11","101",0,-482,"SAME","Transp","exp"
"5287","M11","101",0,-462,"SAME","Transp","exp"
"5288","M11","101",0,-442,"SAME","Transp","exp"
"5289","M11","101",0,-422,"SAME","Transp","exp"
"5290","M11","101",0,-402,"SAME","Transp","exp"
"5291","M11","101",0,-382,"SAME","Transp","exp"
"5292","M11","101",0,-362,"SAME","Transp","exp"
"5293","M11","101",0,-342,"SAME","Transp","exp"
"5294","M11","101",0,-322,"SAME","Transp","exp"
"5295","M11","101",0,-302,"SAME","Transp","exp"
"5296","M11","101",0,-282,"SAME","Transp","exp"
"5297","M11","101",0,-262,"SAME","Transp","exp"
"5298","M11","101",0,-242,"SAME","Transp","exp"
"5299","M11","101",0,-222,"SAME","Transp","exp"
"5300","M11","101",0,-202,"SAME","Transp","exp"
"5301","M11","101",0,-182,"SAME","Transp","exp"
"5302","M11","101",0,-162,"SAME","Transp","exp"
"5303","M11","101",0,-142,"SAME","Transp","exp"
"5304","M11","101",0,-122,"SAME","Transp","exp"
"5305","M11","101",0,-102,"SAME","Transp","exp"
"5306","M11","101",0,-82,"SAME","Transp","exp"
"5307","M11","101",0,-62,"SAME","Transp","exp"
"5308","M11","101",0,-42,"SAME","Transp","exp"
"5309","M11","101",0,-22,"SAME","Transp","exp"
"5310","M11","101",0,-2,"SAME","Transp","exp"
"5311","M11","101",0,18,"SAME","Transp","exp"
"5312","M11","101",0,38,"SAME","Transp","exp"
"5313","M11","101",0,58,"SAME","Transp","exp"
"5314","M11","101",0,78,"SAME","Transp","exp"
"5315","M11","101",0,98,"SAME","Transp","exp"
"5316","M11","101",0,118,"SAME","Transp","exp"
"5317","M11","101",0,138,"SAME","Transp","exp"
"5318","M11","101",0,158,"SAME","Transp","exp"
"5319","M11","101",0,178,"SAME","Transp","exp"
"5320","M11","101",0,198,"SAME","Transp","exp"
"5321","M11","101",0,218,"SAME","Transp","exp"
"5322","M11","101",0,238,"SAME","Transp","exp"
"5323","M11","101",0,258,"SAME","Transp","exp"
"5324","M11","101",0,278,"SAME","Transp","exp"
"5325","M11","101",0,298,"SAME","Transp","exp"
"5326","M11","101",0,318,"SAME","Transp","exp"
"5327","M11","16",1,-871,"SAME","Opaque","exp"
"5328","M11","16",1,-851,"SAME","Opaque","exp"
"5329","M11","16",1,-831,"SAME","Opaque","exp"
"5330","M11","16",1,-811,"SAME","Opaque","exp"
"5331","M11","16",1,-791,"SAME","Opaque","exp"
"5332","M11","16",1,-771,"SAME","Opaque","exp"
"5333","M11","16",1,-751,"SAME","Opaque","exp"
"5334","M11","16",1,-731,"SAME","Opaque","exp"
"5335","M11","16",1,-711,"SAME","Opaque","exp"
"5336","M11","16",1,-691,"SAME","Opaque","exp"
"5337","M11","16",1,-671,"SAME","Opaque","exp"
"5338","M11","16",1,-651,"SAME","Opaque","exp"
"5339","M11","16",1,-631,"SAME","Opaque","exp"
"5340","M11","16",1,-611,"SAME","Opaque","exp"
"5341","M11","16",1,-591,"SAME","Opaque","exp"
"5342","M11","16",1,-571,"SAME","Opaque","exp"
"5343","M11","16",1,-551,"SAME","Opaque","exp"
"5344","M11","16",1,-531,"SAME","Opaque","exp"
"5345","M11","16",1,-511,"SAME","Opaque","exp"
"5346","M11","16",1,-491,"SAME","Opaque","exp"
"5347","M11","16",1,-471,"SAME","Opaque","exp"
"5348","M11","16",1,-451,"SAME","Opaque","exp"
"5349","M11","16",1,-431,"SAME","Opaque","exp"
"5350","M11","16",1,-411,"SAME","Opaque","exp"
"5351","M11","16",1,-391,"SAME","Opaque","exp"
"5352","M11","16",1,-371,"SAME","Opaque","exp"
"5353","M11","16",1,-351,"SAME","Opaque","exp"
"5354","M11","16",1,-331,"SAME","Opaque","exp"
"5355","M11","16",1,-311,"SAME","Opaque","exp"
"5356","M11","16",1,-291,"SAME","Opaque","exp"
"5357","M11","16",1,-271,"SAME","Opaque","exp"
"5358","M11","16",1,-251,"SAME","Opaque","exp"
"5359","M11","16",1,-231,"SAME","Opaque","exp"
"5360","M11","16",1,-211,"SAME","Opaque","exp"
"5361","M11","16",1,-191,"SAME","Opaque","exp"
"5362","M11","16",1,-171,"SAME","Opaque","exp"
"5363","M11","16",1,-151,"SAME","Opaque","exp"
"5364","M11","16",1,-131,"SAME","Opaque","exp"
"5365","M11","16",1,-111,"SAME","Opaque","exp"
"5366","M11","16",1,-91,"SAME","Opaque","exp"
"5367","M11","16",1,-71,"SAME","Opaque","exp"
"5368","M11","16",1,-51,"SAME","Opaque","exp"
"5369","M11","16",1,-31,"SAME","Opaque","exp"
"5370","M11","16",1,-11,"SAME","Opaque","exp"
"5371","M11","16",1,9,"SAME","Opaque","exp"
"5372","M11","16",1,29,"SAME","Opaque","exp"
"5373","M11","16",1,49,"SAME","Opaque","exp"
"5374","M11","16",1,69,"SAME","Opaque","exp"
"5375","M11","16",1,89,"SAME","Opaque","exp"
"5376","M11","16",1,109,"SAME","Opaque","exp"
"5377","M11","16",1,129,"SAME","Opaque","exp"
"5378","M11","16",1,149,"SAME","Opaque","exp"
"5379","M11","16",1,169,"SAME","Opaque","exp"
"5380","M11","16",1,189,"SAME","Opaque","exp"
"5381","M11","16",1,209,"SAME","Opaque","exp"
"5382","M11","16",1,229,"SAME","Opaque","exp"
"5383","M11","16",1,249,"SAME","Opaque","exp"
"5384","M11","16",1,269,"SAME","Opaque","exp"
"5385","M11","16",1,289,"SAME","Opaque","exp"
"5386","M11","16",1,309,"SAME","Opaque","exp"
"5387","M11","16",1,329,"SAME","Opaque","exp"
"5388","M11","16",1,349,"SAME","Opaque","exp"
"5389","M11","16",1,369,"SAME","Opaque","exp"
"5390","M11","16",1,389,"SAME","Opaque","exp"
"5391","M11","16",1,409,"SAME","Opaque","exp"
"5392","M11","16",1,429,"SAME","Opaque","exp"
"5393","M11","16",1,449,"SAME","Opaque","exp"
"5394","M11","16",1,469,"SAME","Opaque","exp"
"5395","M11","16",1,489,"SAME","Opaque","exp"
"5396","M11","16",1,509,"SAME","Opaque","exp"
"5397","M11","16",1,529,"SAME","Opaque","exp"
"5398","M11","1",1,-872,"DIFF","Transp","exp"
"5399","M11","1",1,-852,"DIFF","Transp","exp"
"5400","M11","1",1,-832,"DIFF","Transp","exp"
"5401","M11","1",1,-812,"DIFF","Transp","exp"
"5402","M11","1",1,-792,"DIFF","Transp","exp"
"5403","M11","1",1,-772,"DIFF","Transp","exp"
"5404","M11","1",1,-752,"DIFF","Transp","exp"
"5405","M11","1",1,-732,"DIFF","Transp","exp"
"5406","M11","1",1,-712,"DIFF","Transp","exp"
"5407","M11","1",1,-692,"DIFF","Transp","exp"
"5408","M11","1",1,-672,"DIFF","Transp","exp"
"5409","M11","1",1,-652,"DIFF","Transp","exp"
"5410","M11","1",1,-632,"DIFF","Transp","exp"
"5411","M11","1",1,-612,"DIFF","Transp","exp"
"5412","M11","1",1,-592,"DIFF","Transp","exp"
"5413","M11","1",1,-572,"DIFF","Transp","exp"
"5414","M11","1",1,-552,"DIFF","Transp","exp"
"5415","M11","1",1,-532,"DIFF","Transp","exp"
"5416","M11","1",1,-512,"DIFF","Transp","exp"
"5417","M11","1",1,-492,"DIFF","Transp","exp"
"5418","M11","1",1,-472,"DIFF","Transp","exp"
"5419","M11","1",1,-452,"DIFF","Transp","exp"
"5420","M11","1",1,-432,"DIFF","Transp","exp"
"5421","M11","1",1,-412,"DIFF","Transp","exp"
"5422","M11","1",1,-392,"DIFF","Transp","exp"
"5423","M11","1",1,-372,"DIFF","Transp","exp"
"5424","M11","1",1,-352,"DIFF","Transp","exp"
"5425","M11","1",1,-332,"DIFF","Transp","exp"
"5426","M11","1",1,-312,"DIFF","Transp","exp"
"5427","M11","1",1,-292,"DIFF","Transp","exp"
"5428","M11","1",1,-272,"DIFF","Transp","exp"
"5429","M11","1",1,-252,"DIFF","Transp","exp"
"5430","M11","1",1,-232,"DIFF","Transp","exp"
"5431","M11","1",1,-212,"DIFF","Transp","exp"
"5432","M11","1",1,-192,"DIFF","Transp","exp"
"5433","M11","1",1,-172,"DIFF","Transp","exp"
"5434","M11","1",1,-152,"DIFF","Transp","exp"
"5435","M11","1",1,-132,"DIFF","Transp","exp"
"5436","M11","1",1,-112,"DIFF","Transp","exp"
"5437","M11","1",1,-92,"DIFF","Transp","exp"
"5438","M11","1",1,-72,"DIFF","Transp","exp"
"5439","M11","1",1,-52,"DIFF","Transp","exp"
"5440","M11","1",1,-32,"DIFF","Transp","exp"
"5441","M11","1",1,-12,"DIFF","Transp","exp"
"5442","M11","1",1,8,"DIFF","Transp","exp"
"5443","M11","1",1,28,"DIFF","Transp","exp"
"5444","M11","1",1,48,"DIFF","Transp","exp"
"5445","M11","1",1,68,"DIFF","Transp","exp"
"5446","M11","1",1,88,"DIFF","Transp","exp"
"5447","M11","1",1,108,"DIFF","Transp","exp"
"5448","M11","1",1,128,"DIFF","Transp","exp"
"5449","M11","1",1,148,"DIFF","Transp","exp"
"5450","M11","1",1,168,"DIFF","Transp","exp"
"5451","M11","1",1,188,"DIFF","Transp","exp"
"5452","M11","1",1,208,"DIFF","Transp","exp"
"5453","M11","1",1,228,"DIFF","Transp","exp"
"5454","M11","1",1,248,"DIFF","Transp","exp"
"5455","M11","1",1,268,"DIFF","Transp","exp"
"5456","M11","1",1,288,"DIFF","Transp","exp"
"5457","M11","1",1,308,"DIFF","Transp","exp"
"5458","M11","1",1,328,"DIFF","Transp","exp"
"5459","M11","1",1,348,"DIFF","Transp","exp"
"5460","M11","1",1,368,"DIFF","Transp","exp"
"5461","M11","1",1,388,"DIFF","Transp","exp"
"5462","M11","1",1,408,"DIFF","Transp","exp"
"5463","M11","1",1,428,"DIFF","Transp","exp"
"5464","M11","1",1,448,"DIFF","Transp","exp"
"5465","M11","1",1,468,"DIFF","Transp","exp"
"5466","M11","1",1,488,"DIFF","Transp","exp"
"5467","M11","1",1,508,"DIFF","Transp","exp"
"5468","M11","1",0.3,528,"DIFF","Transp","exp"
"5469","M11","102",1,-863,"SAME","Transp","exp"
"5470","M11","102",1,-843,"SAME","Transp","exp"
"5471","M11","102",1,-823,"SAME","Transp","exp"
"5472","M11","102",1,-803,"SAME","Transp","exp"
"5473","M11","102",1,-783,"SAME","Transp","exp"
"5474","M11","102",1,-763,"SAME","Transp","exp"
"5475","M11","102",1,-743,"SAME","Transp","exp"
"5476","M11","102",1,-723,"SAME","Transp","exp"
"5477","M11","102",1,-703,"SAME","Transp","exp"
"5478","M11","102",1,-683,"SAME","Transp","exp"
"5479","M11","102",1,-663,"SAME","Transp","exp"
"5480","M11","102",1,-643,"SAME","Transp","exp"
"5481","M11","102",1,-623,"SAME","Transp","exp"
"5482","M11","102",1,-603,"SAME","Transp","exp"
"5483","M11","102",1,-583,"SAME","Transp","exp"
"5484","M11","102",1,-563,"SAME","Transp","exp"
"5485","M11","102",1,-543,"SAME","Transp","exp"
"5486","M11","102",1,-523,"SAME","Transp","exp"
"5487","M11","102",1,-503,"SAME","Transp","exp"
"5488","M11","102",1,-483,"SAME","Transp","exp"
"5489","M11","102",1,-463,"SAME","Transp","exp"
"5490","M11","102",1,-443,"SAME","Transp","exp"
"5491","M11","102",1,-423,"SAME","Transp","exp"
"5492","M11","102",1,-403,"SAME","Transp","exp"
"5493","M11","102",1,-383,"SAME","Transp","exp"
"5494","M11","102",1,-363,"SAME","Transp","exp"
"5495","M11","102",1,-343,"SAME","Transp","exp"
"5496","M11","102",1,-323,"SAME","Transp","exp"
"5497","M11","102",1,-303,"SAME","Transp","exp"
"5498","M11","102",1,-283,"SAME","Transp","exp"
"5499","M11","102",1,-263,"SAME","Transp","exp"
"5500","M11","102",1,-243,"SAME","Transp","exp"
"5501","M11","102",1,-223,"SAME","Transp","exp"
"5502","M11","102",1,-203,"SAME","Transp","exp"
"5503","M11","102",1,-183,"SAME","Transp","exp"
"5504","M11","102",1,-163,"SAME","Transp","exp"
"5505","M11","102",1,-143,"SAME","Transp","exp"
"5506","M11","102",1,-123,"SAME","Transp","exp"
"5507","M11","102",1,-103,"SAME","Transp","exp"
"5508","M11","102",1,-83,"SAME","Transp","exp"
"5509","M11","102",1,-63,"SAME","Transp","exp"
"5510","M11","102",1,-43,"SAME","Transp","exp"
"5511","M11","102",1,-23,"SAME","Transp","exp"
"5512","M11","102",1,-3,"SAME","Transp","exp"
"5513","M11","102",1,17,"SAME","Transp","exp"
"5514","M11","102",1,37,"SAME","Transp","exp"
"5515","M11","102",1,57,"SAME","Transp","exp"
"5516","M11","102",1,77,"SAME","Transp","exp"
"5517","M11","102",1,97,"SAME","Transp","exp"
"5518","M11","102",1,117,"SAME","Transp","exp"
"5519","M11","102",1,137,"SAME","Transp","exp"
"5520","M11","102",1,157,"SAME","Transp","exp"
"5521","M11","102",1,177,"SAME","Transp","exp"
"5522","M11","102",1,197,"SAME","Transp","exp"
"5523","M11","102",1,217,"SAME","Transp","exp"
"5524","M11","102",1,237,"SAME","Transp","exp"
"5525","M11","102",1,257,"SAME","Transp","exp"
"5526","M11","102",1,277,"SAME","Transp","exp"
"5527","M11","102",1,297,"SAME","Transp","exp"
"5528","M11","102",1,317,"SAME","Transp","exp"
"5529","M11","102",1,337,"SAME","Transp","exp"
"5530","M11","102",1,357,"SAME","Transp","exp"
"5531","M11","102",1,377,"SAME","Transp","exp"
"5532","M11","102",1,397,"SAME","Transp","exp"
"5533","M11","102",1,417,"SAME","Transp","exp"
"5534","M11","102",1,437,"SAME","Transp","exp"
"5535","M11","102",1,457,"SAME","Transp","exp"
"5536","M11","102",1,477,"SAME","Transp","exp"
"5537","M11","102",1,497,"SAME","Transp","exp"
"5538","M11","102",1,517,"SAME","Transp","exp"
"5539","M11","111",1,-877,"SAME","Transp","exp"
"5540","M11","111",1,-857,"SAME","Transp","exp"
"5541","M11","111",1,-837,"SAME","Transp","exp"
"5542","M11","111",1,-817,"SAME","Transp","exp"
"5543","M11","111",1,-797,"SAME","Transp","exp"
"5544","M11","111",1,-777,"SAME","Transp","exp"
"5545","M11","111",1,-757,"SAME","Transp","exp"
"5546","M11","111",1,-737,"SAME","Transp","exp"
"5547","M11","111",1,-717,"SAME","Transp","exp"
"5548","M11","111",1,-697,"SAME","Transp","exp"
"5549","M11","111",1,-677,"SAME","Transp","exp"
"5550","M11","111",1,-657,"SAME","Transp","exp"
"5551","M11","111",1,-637,"SAME","Transp","exp"
"5552","M11","111",1,-617,"SAME","Transp","exp"
"5553","M11","111",1,-597,"SAME","Transp","exp"
"5554","M11","111",1,-577,"SAME","Transp","exp"
"5555","M11","111",1,-557,"SAME","Transp","exp"
"5556","M11","111",1,-537,"SAME","Transp","exp"
"5557","M11","111",1,-517,"SAME","Transp","exp"
"5558","M11","111",1,-497,"SAME","Transp","exp"
"5559","M11","111",1,-477,"SAME","Transp","exp"
"5560","M11","111",1,-457,"SAME","Transp","exp"
"5561","M11","111",1,-437,"SAME","Transp","exp"
"5562","M11","111",1,-417,"SAME","Transp","exp"
"5563","M11","111",1,-397,"SAME","Transp","exp"
"5564","M11","111",1,-377,"SAME","Transp","exp"
"5565","M11","111",1,-357,"SAME","Transp","exp"
"5566","M11","111",1,-337,"SAME","Transp","exp"
"5567","M11","111",1,-317,"SAME","Transp","exp"
"5568","M11","111",1,-297,"SAME","Transp","exp"
"5569","M11","111",1,-277,"SAME","Transp","exp"
"5570","M11","111",1,-257,"SAME","Transp","exp"
"5571","M11","111",1,-237,"SAME","Transp","exp"
"5572","M11","111",1,-217,"SAME","Transp","exp"
"5573","M11","111",1,-197,"SAME","Transp","exp"
"5574","M11","111",1,-177,"SAME","Transp","exp"
"5575","M11","111",1,-157,"SAME","Transp","exp"
"5576","M11","111",1,-137,"SAME","Transp","exp"
"5577","M11","111",1,-117,"SAME","Transp","exp"
"5578","M11","111",1,-97,"SAME","Transp","exp"
"5579","M11","111",1,-77,"SAME","Transp","exp"
"5580","M11","111",1,-57,"SAME","Transp","exp"
"5581","M11","111",1,-37,"SAME","Transp","exp"
"5582","M11","111",1,-17,"SAME","Transp","exp"
"5583","M11","111",1,3,"SAME","Transp","exp"
"5584","M11","111",1,23,"SAME","Transp","exp"
"5585","M11","111",1,43,"SAME","Transp","exp"
"5586","M11","111",1,63,"SAME","Transp","exp"
"5587","M11","111",1,83,"SAME","Transp","exp"
"5588","M11","111",1,103,"SAME","Transp","exp"
"5589","M11","111",1,123,"SAME","Transp","exp"
"5590","M11","111",1,143,"SAME","Transp","exp"
"5591","M11","111",1,163,"SAME","Transp","exp"
"5592","M11","111",1,183,"SAME","Transp","exp"
"5593","M11","111",1,203,"SAME","Transp","exp"
"5594","M11","111",1,223,"SAME","Transp","exp"
"5595","M11","111",1,243,"SAME","Transp","exp"
"5596","M11","111",1,263,"SAME","Transp","exp"
"5597","M11","111",1,283,"SAME","Transp","exp"
"5598","M11","111",1,303,"SAME","Transp","exp"
"5599","M11","111",1,323,"SAME","Transp","exp"
"5600","M11","111",1,343,"SAME","Transp","exp"
"5601","M11","111",1,363,"SAME","Transp","exp"
"5602","M11","111",1,383,"SAME","Transp","exp"
"5603","M11","111",1,403,"SAME","Transp","exp"
"5604","M11","111",1,423,"SAME","Transp","exp"
"5605","M11","111",1,443,"SAME","Transp","exp"
"5606","M11","111",1,463,"SAME","Transp","exp"
"5607","M11","111",1,483,"SAME","Transp","exp"
"5608","M11","111",1,503,"SAME","Transp","exp"
"5609","M11","111",1,523,"SAME","Transp","exp"
"5610","M11","19",1,-874,"DIFF","Opaque","exp"
"5611","M11","19",1,-854,"DIFF","Opaque","exp"
"5612","M11","19",1,-834,"DIFF","Opaque","exp"
"5613","M11","19",1,-814,"DIFF","Opaque","exp"
"5614","M11","19",1,-794,"DIFF","Opaque","exp"
"5615","M11","19",1,-774,"DIFF","Opaque","exp"
"5616","M11","19",1,-754,"DIFF","Opaque","exp"
"5617","M11","19",1,-734,"DIFF","Opaque","exp"
"5618","M11","19",1,-714,"DIFF","Opaque","exp"
"5619","M11","19",1,-694,"DIFF","Opaque","exp"
"5620","M11","19",1,-674,"DIFF","Opaque","exp"
"5621","M11","19",1,-654,"DIFF","Opaque","exp"
"5622","M11","19",1,-634,"DIFF","Opaque","exp"
"5623","M11","19",1,-614,"DIFF","Opaque","exp"
"5624","M11","19",1,-594,"DIFF","Opaque","exp"
"5625","M11","19",1,-574,"DIFF","Opaque","exp"
"5626","M11","19",1,-554,"DIFF","Opaque","exp"
"5627","M11","19",1,-534,"DIFF","Opaque","exp"
"5628","M11","19",1,-514,"DIFF","Opaque","exp"
"5629","M11","19",1,-494,"DIFF","Opaque","exp"
"5630","M11","19",1,-474,"DIFF","Opaque","exp"
"5631","M11","19",1,-454,"DIFF","Opaque","exp"
"5632","M11","19",1,-434,"DIFF","Opaque","exp"
"5633","M11","19",1,-414,"DIFF","Opaque","exp"
"5634","M11","19",1,-394,"DIFF","Opaque","exp"
"5635","M11","19",1,-374,"DIFF","Opaque","exp"
"5636","M11","19",1,-354,"DIFF","Opaque","exp"
"5637","M11","19",1,-334,"DIFF","Opaque","exp"
"5638","M11","19",1,-314,"DIFF","Opaque","exp"
"5639","M11","19",1,-294,"DIFF","Opaque","exp"
"5640","M11","19",1,-274,"DIFF","Opaque","exp"
"5641","M11","19",1,-254,"DIFF","Opaque","exp"
"5642","M11","19",1,-234,"DIFF","Opaque","exp"
"5643","M11","19",1,-214,"DIFF","Opaque","exp"
"5644","M11","19",1,-194,"DIFF","Opaque","exp"
"5645","M11","19",1,-174,"DIFF","Opaque","exp"
"5646","M11","19",1,-154,"DIFF","Opaque","exp"
"5647","M11","19",1,-134,"DIFF","Opaque","exp"
"5648","M11","19",1,-114,"DIFF","Opaque","exp"
"5649","M11","19",1,-94,"DIFF","Opaque","exp"
"5650","M11","19",1,-74,"DIFF","Opaque","exp"
"5651","M11","19",1,-54,"DIFF","Opaque","exp"
"5652","M11","19",1,-34,"DIFF","Opaque","exp"
"5653","M11","19",1,-14,"DIFF","Opaque","exp"
"5654","M11","19",1,6,"DIFF","Opaque","exp"
"5655","M11","19",1,26,"DIFF","Opaque","exp"
"5656","M11","19",1,46,"DIFF","Opaque","exp"
"5657","M11","19",1,66,"DIFF","Opaque","exp"
"5658","M11","19",1,86,"DIFF","Opaque","exp"
"5659","M11","19",1,106,"DIFF","Opaque","exp"
"5660","M11","19",1,126,"DIFF","Opaque","exp"
"5661","M11","19",1,146,"DIFF","Opaque","exp"
"5662","M11","19",1,166,"DIFF","Opaque","exp"
"5663","M11","19",1,186,"DIFF","Opaque","exp"
