"participant","stimulus_audio","length_audio","stimulus_picture","response_time","accuracy","accuracy_num","condition","congruency","category"
"4467","kuerbis_correct",1350,"Kuerbis",1584,"correct","1","FPM","congruent","Gemuese"
"4467","radieschen_correct",1440,"Radieschen",1666,"correct","1","FPM","congruent","Gemuese"
"4467","aprikose_incorrect",1300,"Aprikose",1635,"correct","1","FPM","incongruent","Fruechte"
"4467","elster_incorrect",1220,"Elster",1642,"incorrect","0","FPM","incongruent","Voegel"
"4467","weintraube_correct",1000,"Weintraube",1571,"incorrect","0","FPM","congruent","Fruechte"
"4467","handschuh_word",1180,"Mantel",2131,"incorrect","0","WPM","incongruent","Kleidung"
"4467","birne_correct",1310,"Birne",1620,"correct","1","FPM","congruent","Fruechte"
"4467","wiege_word",1190,"Wiege",1218,"correct","1","WPM","congruent","Moebel"
"4467","sichel_word",1210,"Walze",1418,"incorrect","0","WPM","incongruent","Werkzeug"
"4467","zitrone_word",1400,"Zitrone",734,"incorrect","0","WPM","congruent","Fruechte"
"4467","socke_word",1220,"Socke",911,"correct","1","WPM","congruent","Kleidung"
"4467","moehre_incorrect",1000,"Moehre",1237,"incorrect","0","FPM","incongruent","Gemuese"
"4467","feile_incorrect",870,"Feile",1236,"correct","1","FPM","incongruent","Werkzeug"
"4467","walze_word",1300,"Sichel",1446,"correct","1","WPM","incongruent","Werkzeug"
"4467","hut_word",1120,"Hut",814,"incorrect","0","WPM","congruent","Kleidung"
"4467","fahrrad_word",1350,"Fahrrad",2049,"correct","1","WPM","congruent","Fortbewegungsmittel"
"4467","saege_word",1220,"Saege",1111,"correct","1","WPM","congruent","Werkzeug"
"4467","birne_incorrect",1510,"Birne",1025,"incorrect","0","FPM","incongruent","Fruechte"
"4467","bueffel_word",1150,"Bueffel",1154,"correct","1","WPM","congruent","Saeugetiere"
"4467","drehstuhl_correct",940,"Drehstuhl",1568,"correct","1","FPM","congruent","Moebel"
"4467","zwiebel_correct",940,"Zwiebel",1294,"incorrect","0","FPM","congruent","Gemuese"
"4467","mais_correct",930,"Mais",1169,"correct","1","FPM","congruent","Gemuese"
"4467","biber_incorrect",960,"Biber",624,"incorrect","0","FPM","incongruent","Saeugetiere"
"4467","moewe_incorrect",1190,"Moewe",760,"correct","1","FPM","incongruent","Voegel"
"4467","ente_incorrect",1450,"Ente",838,"correct","1","FPM","incongruent","Voegel"
"4467","kamel_incorrect",1240,"Kamel",747,"correct","1","FPM","incongruent","Saeugetiere"
"4467","kirsche_correct",1250,"Kirsche",1233,"incorrect","0","FPM","congruent","Fruechte"
"4467","bluse_incorrect",1010,"Bluse",1667,"correct","1","FPM","incongruent","Kleidung"
"4467","hemd_correct",1360,"Hemd",737,"incorrect","0","FPM","congruent","Kleidung"
"4467","walze_word",1300,"Walze",1248,"correct","1","WPM","congruent","Werkzeug"
"4467","hobel_word",1190,"Hobel",915,"correct","1","WPM","congruent","Werkzeug"
"4467","birne_word",1160,"Birne",1617,"correct","1","WPM","congruent","Fruechte"
"4467","feile_correct",820,"Feile",2068,"correct","1","FPM","congruent","Werkzeug"
"4467","schlitten_word",1130,"Schlitten",1216,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"4467","handschuh_incorrect",1130,"Handschuh",1563,"incorrect","0","FPM","incongruent","Kleidung"
"4467","schleifpapier_word",1400,"Schleifpapier",804,"incorrect","0","WPM","congruent","Werkzeug"
"4467","schrank_incorrect",990,"Schrank",1236,"correct","1","FPM","incongruent","Moebel"
"4467","schiff_word",1040,"Schiff",1158,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"4467","orange_word",1230,"Aprikose",573,"incorrect","0","WPM","incongruent","Fruechte"
"4467","paprika_word",1330,"Moehre",1069,"correct","1","WPM","incongruent","Gemuese"
"4467","tiger_incorrect",1410,"Tiger",945,"correct","1","FPM","incongruent","Saeugetiere"
"4467","wiege_word",1190,"Truhe",1506,"correct","1","WPM","incongruent","Moebel"
"4467","meissel_incorrect",1150,"Meissel",1690,"incorrect","0","FPM","incongruent","Werkzeug"
"4467","schiff_incorrect",1050,"Schiff",908,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"4467","seehund_correct",1210,"Seehund",1296,"incorrect","0","FPM","congruent","Saeugetiere"
"4467","spargel_correct",1440,"Spargel",1130,"correct","1","FPM","congruent","Gemuese"
"4467","bank_word",1160,"Bank",712,"correct","1","WPM","congruent","Moebel"
"4467","wellensittich_correct",1110,"Wellensittich",980,"correct","1","FPM","congruent","Voegel"
"4467","schlafanzug_word",1530,"Schlafanzug",961,"incorrect","0","WPM","congruent","Kleidung"
"4467","moehre_word",1170,"Paprika",861,"incorrect","0","WPM","incongruent","Gemuese"
"4467","kiwi_correct",900,"Kiwi",860,"incorrect","0","FPM","congruent","Fruechte"
"4467","pullover_word",1290,"Pullover",1089,"incorrect","0","WPM","congruent","Kleidung"
"4467","schleifpapier_incorrect",1130,"Schleifpapier",1378,"correct","1","FPM","incongruent","Werkzeug"
"4467","saege_correct",1030,"Saege",882,"incorrect","0","FPM","congruent","Werkzeug"
"4467","kleid_correct",1430,"Kleid",1671,"correct","1","FPM","congruent","Kleidung"
"4467","hobel_incorrect",1170,"Hobel",715,"incorrect","0","FPM","incongruent","Werkzeug"
"4467","saege_word",1220,"Bohrmaschine",1704,"correct","1","WPM","incongruent","Werkzeug"
"4467","drehstuhl_word",1390,"Schaukelstuhl",1068,"correct","1","WPM","incongruent","Moebel"
"4467","fuchs_correct",1060,"Fuchs",1160,"incorrect","0","FPM","congruent","Saeugetiere"
"4467","regal_incorrect",1220,"Regal",1127,"incorrect","0","FPM","incongruent","Moebel"
"4467","kanu_word",1260,"Hubschrauber",1169,"correct","1","WPM","incongruent","Fortbewegungsmittel"
"4467","axt_correct",1290,"Axt",739,"incorrect","0","FPM","congruent","Werkzeug"
"4467","hut_word",1120,"Kleid",946,"correct","1","WPM","incongruent","Kleidung"
"4467","tisch_word",1040,"Sofa",1289,"correct","1","WPM","incongruent","Moebel"
"4467","schraubenzieher_word",1420,"Schraubenzieher",582,"correct","1","WPM","congruent","Werkzeug"
"4467","weisskohl_word",1160,"Weisskohl",845,"correct","1","WPM","congruent","Gemuese"
"4467","baer_incorrect",950,"Baer",2470,"incorrect","0","FPM","incongruent","Saeugetiere"
"4467","hemd_word",1110,"Schal",1614,"incorrect","0","WPM","incongruent","Kleidung"
"4467","flugzeug_correct",930,"Flugzeug",1068,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"4467","rollschuh_correct",990,"Rollschuh",698,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"4467","aprikose_word",1440,"Orange",1900,"incorrect","0","WPM","incongruent","Fruechte"
"4467","kamel_word",1190,"Kamel",1285,"incorrect","0","WPM","congruent","Saeugetiere"
"4467","brokkoli_word",1100,"Brokkoli",777,"correct","1","WPM","congruent","Gemuese"
"4467","lama_word",1240,"Lama",1890,"correct","1","WPM","congruent","Saeugetiere"
"4467","ente_word",1220,"Ente",1552,"incorrect","0","WPM","congruent","Voegel"
"4467","hubschrauber_word",1300,"Kanu",1073,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"4467","socke_word",1220,"Jeans",1072,"correct","1","WPM","incongruent","Kleidung"
"4467","axt_word",1140,"Harke",1314,"correct","1","WPM","incongruent","Werkzeug"
"4467","seehund_word",1380,"Eichhoernchen",1063,"correct","1","WPM","incongruent","Saeugetiere"
"4467","flugzeug_word",1410,"Zug",858,"correct","1","WPM","incongruent","Fortbewegungsmittel"
"4467","schaukelstuhl_word",1430,"Drehstuhl",1682,"correct","1","WPM","incongruent","Moebel"
"4467","avocado_word",1440,"Zwiebel",1019,"correct","1","WPM","incongruent","Gemuese"
"4467","wal_correct",1360,"Wal",1043,"incorrect","0","FPM","congruent","Saeugetiere"
"4467","zug_word",960,"Flugzeug",1177,"correct","1","WPM","incongruent","Fortbewegungsmittel"
"4467","kutsche_incorrect",1320,"Kutsche",889,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"4467","fledermaus_correct",1000,"Fledermaus",1116,"correct","1","FPM","congruent","Saeugetiere"
"4467","kokosnuss_word",1510,"Kokosnuss",894,"incorrect","0","WPM","congruent","Fruechte"
"4467","sessel_incorrect",1040,"Sessel",2563,"incorrect","0","FPM","incongruent","Moebel"
"4467","brokkoli_incorrect",1250,"Brokkoli",976,"correct","1","FPM","incongruent","Gemuese"
"4467","adler_word",1210,"Pinguin",836,"correct","1","WPM","incongruent","Voegel"
"4467","rollschuh_word",1150,"Fahrrad",621,"correct","1","WPM","incongruent","Fortbewegungsmittel"
"4467","kokosnuss_incorrect",1000,"Kokosnuss",723,"correct","1","FPM","incongruent","Fruechte"
"4467","hubschrauber_correct",1270,"Hubschrauber",1308,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"4467","schaukelstuhl_correct",1030,"Schaukelstuhl",755,"correct","1","FPM","congruent","Moebel"
"4467","jeans_word",1280,"Socke",890,"correct","1","WPM","incongruent","Kleidung"
"4467","moehre_correct",1130,"Moehre",1005,"incorrect","0","FPM","congruent","Gemuese"
"4467","eichhoernchen_correct",990,"Eichhoernchen",878,"incorrect","0","FPM","congruent","Saeugetiere"
"4467","dattel_incorrect",1310,"Dattel",1025,"correct","1","FPM","incongruent","Fruechte"
"4467","mantel_incorrect",920,"Mantel",809,"correct","1","FPM","incongruent","Kleidung"
"4467","kohlrabi_incorrect",1110,"Kohlrabi",1323,"correct","1","FPM","incongruent","Gemuese"
"4467","adler_correct",940,"Adler",778,"incorrect","0","FPM","congruent","Voegel"
"4467","schal_correct",1080,"Schal",999,"incorrect","0","FPM","congruent","Kleidung"
"4467","zug_correct",870,"Zug",1115,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"4467","schlafanzug_incorrect",1320,"Schlafanzug",1093,"correct","1","FPM","incongruent","Kleidung"
"4467","bueffel_incorrect",1220,"Bueffel",1251,"correct","1","FPM","incongruent","Saeugetiere"
"4467","hose_incorrect",1020,"Hose",1870,"correct","1","FPM","incongruent","Kleidung"
"4467","sellerie_word",1110,"Sellerie",1913,"incorrect","0","WPM","congruent","Gemuese"
"4467","mantel_word",1020,"Mantel",1073,"correct","1","WPM","congruent","Kleidung"
"4467","gans_word",1110,"Elster",877,"incorrect","0","WPM","incongruent","Voegel"
"4467","traktor_incorrect",1150,"Traktor",1122,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"4467","weintraube_incorrect",980,"Weintraube",885,"correct","1","FPM","incongruent","Fruechte"
"4467","eule_word",1220,"Eule",726,"incorrect","0","WPM","congruent","Voegel"
"4467","kirsche_word",1190,"Kiwi",1039,"incorrect","0","WPM","incongruent","Fruechte"
"4467","meise_word",1210,"Meise",875,"incorrect","0","WPM","congruent","Voegel"
"4467","lama_incorrect",940,"Lama",721,"incorrect","0","FPM","incongruent","Saeugetiere"
"4467","banane_word",1320,"Zitrone",1054,"correct","1","WPM","incongruent","Fruechte"
"4467","sichel_incorrect",1170,"Sichel",1692,"correct","1","FPM","incongruent","Werkzeug"
"4467","weisskohl_incorrect",970,"Weisskohl",997,"correct","1","FPM","incongruent","Gemuese"
"4467","kommode_incorrect",1240,"Kommode",722,"correct","1","FPM","incongruent","Moebel"
"4467","spargel_word",1100,"Mais",692,"correct","1","WPM","incongruent","Gemuese"
"4467","feile_word",1220,"Maurerkelle",827,"correct","1","WPM","incongruent","Werkzeug"
"4467","kuerbis_incorrect",1440,"Kuerbis",1006,"correct","1","FPM","incongruent","Gemuese"
"4467","kleid_word",1210,"Hut",887,"correct","1","WPM","incongruent","Kleidung"
"4467","sellerie_incorrect",1080,"Sellerie",1093,"correct","1","FPM","incongruent","Gemuese"
"4467","bank_incorrect",1210,"Bank",943,"correct","1","FPM","incongruent","Moebel"
"4467","radieschen_incorrect",1350,"Radieschen",1371,"correct","1","FPM","incongruent","Gemuese"
"4467","maurerkelle_word",1390,"Feile",1035,"incorrect","0","WPM","incongruent","Werkzeug"
"4467","paprika_correct",1000,"Paprika",891,"incorrect","0","FPM","congruent","Gemuese"
"4467","sofa_correct",1110,"Sofa",1579,"incorrect","0","FPM","congruent","Moebel"
"4467","blaubeere_incorrect",1310,"Blaubeere",1560,"incorrect","0","FPM","incongruent","Fruechte"
"4467","spatz_incorrect",1380,"Spatz",1554,"correct","1","FPM","incongruent","Voegel"
"4467","regal_word",1190,"Regal",1489,"incorrect","0","WPM","congruent","Moebel"
"4467","dattel_word",1170,"Dattel",1247,"incorrect","0","WPM","congruent","Fruechte"
"4467","taxi_word",1230,"Taxi",950,"correct","1","WPM","congruent","Fortbewegungsmittel"
"4467","moewe_word",1240,"Moewe",1072,"correct","1","WPM","congruent","Voegel"
"4467","socke_correct",1300,"Socke",2124,"correct","1","FPM","congruent","Kleidung"
"4467","schlitten_incorrect",1330,"Schlitten",853,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"4467","pinguin_correct",1210,"Pinguin",1037,"incorrect","0","FPM","congruent","Voegel"
"4467","reiher_word",1180,"Wellensittich",799,"correct","1","WPM","incongruent","Voegel"
"4467","sessel_word",1130,"Sessel",1222,"incorrect","0","WPM","congruent","Moebel"
"4467","walze_incorrect",1230,"Walze",1056,"incorrect","0","FPM","incongruent","Werkzeug"
"4467","handschuh_word",1180,"Handschuh",1288,"incorrect","0","WPM","congruent","Kleidung"
"4467","faehre_word",1240,"Faehre",704,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"4467","banane_correct",970,"Banane",1192,"correct","1","FPM","congruent","Fruechte"
"4467","wal_word",1100,"Fuchs",912,"correct","1","WPM","incongruent","Saeugetiere"
"4467","biber_word",1130,"Biber",618,"incorrect","0","WPM","congruent","Saeugetiere"
"4467","kohlrabi_word",1310,"Kohlrabi",1060,"correct","1","WPM","congruent","Gemuese"
"4467","weintraube_word",1460,"Weintraube",1098,"correct","1","WPM","congruent","Fruechte"
"4467","zitrone_correct",890,"Zitrone",1954,"correct","1","FPM","congruent","Fruechte"
"4467","hocker_incorrect",980,"Hocker",1516,"incorrect","0","FPM","incongruent","Moebel"
"4467","meissel_word",1190,"Meissel",1686,"incorrect","0","WPM","congruent","Werkzeug"
"4467","geier_incorrect",1460,"Geier",2722,"incorrect","0","FPM","incongruent","Voegel"
"4467","baer_word",1130,"Baer",627,"incorrect","0","WPM","congruent","Saeugetiere"
"4467","taxi_incorrect",1170,"Taxi",1326,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"4467","ziege_word",1310,"Fledermaus",1073,"correct","1","WPM","incongruent","Saeugetiere"
"4467","ananas_word",1320,"Ananas",876,"incorrect","0","WPM","congruent","Fruechte"
"4467","bohrmaschine_word",1530,"Saege",899,"incorrect","0","WPM","incongruent","Werkzeug"
"4467","fuchs_word",1100,"Wal",1118,"correct","1","WPM","incongruent","Saeugetiere"
"4467","zwiebel_word",1250,"Avocado",1090,"correct","1","WPM","incongruent","Gemuese"
"4467","harke_correct",1170,"Harke",1881,"incorrect","0","FPM","congruent","Werkzeug"
"4467","orange_correct",1300,"Orange",1259,"correct","1","FPM","congruent","Fruechte"
"4467","meise_incorrect",1090,"Meise",821,"incorrect","0","FPM","incongruent","Voegel"
"4467","harke_word",1240,"Axt",1361,"correct","1","WPM","incongruent","Werkzeug"
"4467","kutsche_word",1210,"Kutsche",1143,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"4467","fahrrad_correct",1070,"Fahrrad",2623,"correct","1","FPM","congruent","Fortbewegungsmittel"
"4467","truhe_word",1190,"Wiege",1145,"correct","1","WPM","incongruent","Moebel"
"4467","elster_word",1330,"Gans",868,"correct","1","WPM","incongruent","Voegel"
"4467","blaubeere_word",1450,"Blaubeere",806,"incorrect","0","WPM","congruent","Fruechte"
"4467","kanu_correct",1180,"Kanu",627,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"4467","sichel_word",1210,"Sichel",1195,"correct","1","WPM","congruent","Werkzeug"
"4467","truhe_correct",1200,"Truhe",893,"correct","1","FPM","congruent","Moebel"
"4467","wiege_correct",1210,"Wiege",1521,"incorrect","0","FPM","congruent","Moebel"
"4467","eichhoernchen_word",1430,"Seehund",663,"correct","1","WPM","incongruent","Saeugetiere"
"4467","reiher_correct",1020,"Reiher",962,"incorrect","0","FPM","congruent","Voegel"
"4467","hut_correct",1290,"Hut",954,"correct","1","FPM","congruent","Kleidung"
"4467","kiwi_word",1190,"Kirsche",1425,"incorrect","0","WPM","incongruent","Fruechte"
"4467","schrank_word",1150,"Schrank",837,"correct","1","WPM","congruent","Moebel"
"4467","bluse_word",1340,"Bluse",881,"correct","1","WPM","congruent","Kleidung"
"4467","ziege_correct",1230,"Ziege",689,"incorrect","0","FPM","congruent","Saeugetiere"
"4467","zitrone_word",1400,"Banane",1423,"incorrect","0","WPM","incongruent","Fruechte"
"4467","traktor_word",1320,"Traktor",1235,"correct","1","WPM","congruent","Fortbewegungsmittel"
"4467","faehre_incorrect",940,"Faehre",1293,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"4467","eule_incorrect",1370,"Eule",1009,"correct","1","FPM","incongruent","Voegel"
"4467","jeans_correct",1590,"Jeans",1013,"correct","1","FPM","congruent","Kleidung"
"4467","fahrrad_word",1350,"Rollschuh",1175,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"4467","hose_word",1240,"Hose",742,"incorrect","0","WPM","congruent","Kleidung"
"4467","schraubenzieher_incorrect",1280,"Schraubenzieher",1340,"incorrect","0","FPM","incongruent","Werkzeug"
"4467","aprikose_correct",1670,"Aprikose",808,"incorrect","0","FPM","congruent","Fruechte"
"4467","radieschen_word",1370,"Radieschen",1285,"correct","1","WPM","congruent","Gemuese"
"4467","sofa_word",1200,"Tisch",2079,"incorrect","0","WPM","incongruent","Moebel"
"4467","bohrmaschine_correct",1180,"Bohrmaschine",1961,"correct","1","FPM","congruent","Werkzeug"
"4467","geier_word",1120,"Geier",1089,"incorrect","0","WPM","congruent","Voegel"
"4467","hocker_word",1110,"Hocker",1806,"correct","1","WPM","congruent","Moebel"
"4467","tisch_correct",1220,"Tisch",1398,"correct","1","FPM","congruent","Moebel"
"4467","ananas_incorrect",1280,"Ananas",1146,"correct","1","FPM","incongruent","Fruechte"
"4467","spatz_word",1150,"Spatz",607,"incorrect","0","WPM","congruent","Voegel"
"4467","fledermaus_word",1580,"Ziege",668,"incorrect","0","WPM","incongruent","Saeugetiere"
"4467","mais_word",860,"Spargel",1142,"correct","1","WPM","incongruent","Gemuese"
"4467","pinguin_word",1200,"Adler",988,"correct","1","WPM","incongruent","Voegel"
"4467","maurerkelle_correct",870,"Maurerkelle",1101,"incorrect","0","FPM","congruent","Werkzeug"
"4467","wellensittich_word",1510,"Reiher",1541,"correct","1","WPM","incongruent","Voegel"
"4467","kuerbis_word",1300,"Kuerbis",983,"incorrect","0","WPM","congruent","Gemuese"
"4467","gans_correct",1220,"Gans",2180,"correct","1","FPM","congruent","Voegel"
"4467","elster_correct",950,"Elster",1547,"incorrect","0","FPM","congruent","Voegel"
"4467","tiger_word",1210,"Tiger",685,"correct","1","WPM","congruent","Saeugetiere"
"4467","pullover_incorrect",1030,"Pullover",719,"incorrect","0","FPM","incongruent","Kleidung"
"3392","radieschen_incorrect",1350,"Radieschen",1772,"correct","1","FPM","incongruent","Gemuese"
"3392","hut_word",1120,"Kleid",1216,"correct","1","WPM","incongruent","Kleidung"
"3392","regal_word",1190,"Regal",1071,"correct","1","WPM","congruent","Moebel"
"3392","reiher_correct",1020,"Reiher",1856,"correct","1","FPM","congruent","Voegel"
"3392","schlitten_word",1130,"Schlitten",1121,"correct","1","WPM","congruent","Fortbewegungsmittel"
"3392","schiff_incorrect",1050,"Schiff",1146,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"3392","seehund_correct",1210,"Seehund",1188,"correct","1","FPM","congruent","Saeugetiere"
"3392","spargel_correct",1440,"Spargel",1792,"correct","1","FPM","congruent","Gemuese"
"3392","wal_word",1100,"Fuchs",1670,"correct","1","WPM","incongruent","Saeugetiere"
"3392","traktor_incorrect",1150,"Traktor",1599,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"3392","bank_incorrect",1210,"Bank",1130,"correct","1","FPM","incongruent","Moebel"
"3392","sichel_word",1210,"Sichel",901,"correct","1","WPM","congruent","Werkzeug"
"3392","taxi_incorrect",1170,"Taxi",1156,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"3392","aprikose_word",1440,"Orange",900,"incorrect","0","WPM","incongruent","Fruechte"
"3392","kleid_word",1210,"Hut",1330,"correct","1","WPM","incongruent","Kleidung"
"3392","kamel_word",1190,"Kamel",948,"correct","1","WPM","congruent","Saeugetiere"
"3392","mantel_incorrect",920,"Mantel",1348,"correct","1","FPM","incongruent","Kleidung"
"3392","kuerbis_incorrect",1440,"Kuerbis",1598,"correct","1","FPM","incongruent","Gemuese"
"3392","saege_word",1220,"Bohrmaschine",1077,"correct","1","WPM","incongruent","Werkzeug"
"3392","tiger_word",1210,"Tiger",842,"correct","1","WPM","congruent","Saeugetiere"
"3392","wal_correct",1360,"Wal",1586,"correct","1","FPM","congruent","Saeugetiere"
"3392","socke_word",1220,"Jeans",1050,"incorrect","0","WPM","incongruent","Kleidung"
"3392","bueffel_incorrect",1220,"Bueffel",3586,"correct","1","FPM","incongruent","Saeugetiere"
"3392","pullover_incorrect",1030,"Pullover",2054,"incorrect","0","FPM","incongruent","Kleidung"
"3392","sellerie_incorrect",1080,"Sellerie",1967,"correct","1","FPM","incongruent","Gemuese"
"3392","faehre_incorrect",940,"Faehre",1932,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"3392","kommode_word",1410,"Kommode",988,"incorrect","0","WPM","congruent","Moebel"
"3392","jeans_word",1280,"Socke",1729,"incorrect","0","WPM","incongruent","Kleidung"
"3392","schal_word",1040,"Hemd",1034,"correct","1","WPM","incongruent","Kleidung"
"3392","schaukelstuhl_correct",1030,"Schaukelstuhl",1773,"incorrect","0","FPM","congruent","Moebel"
"3392","schrank_word",1150,"Schrank",932,"correct","1","WPM","congruent","Moebel"
"3392","ente_incorrect",1450,"Ente",1126,"incorrect","0","FPM","incongruent","Voegel"
"3392","regal_incorrect",1220,"Regal",974,"correct","1","FPM","incongruent","Moebel"
"3392","brokkoli_incorrect",1250,"Brokkoli",2581,"correct","1","FPM","incongruent","Gemuese"
"3392","spatz_incorrect",1380,"Spatz",1316,"correct","1","FPM","incongruent","Voegel"
"3392","tisch_correct",1220,"Tisch",1323,"incorrect","0","FPM","congruent","Moebel"
"3392","drehstuhl_correct",940,"Drehstuhl",2339,"correct","1","FPM","congruent","Moebel"
"3392","meissel_word",1190,"Meissel",1494,"incorrect","0","WPM","congruent","Werkzeug"
"3392","truhe_correct",1200,"Truhe",1315,"correct","1","FPM","congruent","Moebel"
"3392","dattel_word",1170,"Dattel",1028,"correct","1","WPM","congruent","Fruechte"
"3392","schraubenzieher_incorrect",1280,"Schraubenzieher",1971,"incorrect","0","FPM","incongruent","Werkzeug"
"3392","bank_word",1160,"Bank",1070,"incorrect","0","WPM","congruent","Moebel"
"3392","meissel_incorrect",1150,"Meissel",1203,"incorrect","0","FPM","incongruent","Werkzeug"
"3392","feile_correct",820,"Feile",1566,"incorrect","0","FPM","congruent","Werkzeug"
"3392","eule_incorrect",1370,"Eule",1320,"incorrect","0","FPM","incongruent","Voegel"
"3392","axt_correct",1290,"Axt",1375,"incorrect","0","FPM","congruent","Werkzeug"
"3392","brokkoli_word",1100,"Brokkoli",1325,"correct","1","WPM","congruent","Gemuese"
"3392","fahrrad_correct",1070,"Fahrrad",1104,"correct","1","FPM","congruent","Fortbewegungsmittel"
"3392","fledermaus_correct",1000,"Fledermaus",1619,"correct","1","FPM","congruent","Saeugetiere"
"3392","maurerkelle_correct",870,"Maurerkelle",1346,"correct","1","FPM","congruent","Werkzeug"
"3392","ente_word",1220,"Ente",956,"correct","1","WPM","congruent","Voegel"
"3392","banane_word",1320,"Zitrone",1131,"incorrect","0","WPM","incongruent","Fruechte"
"3392","ziege_correct",1230,"Ziege",1439,"incorrect","0","FPM","congruent","Saeugetiere"
"3392","blaubeere_word",1450,"Blaubeere",915,"correct","1","WPM","congruent","Fruechte"
"3392","birne_incorrect",1510,"Birne",1369,"incorrect","0","FPM","incongruent","Fruechte"
"3392","mais_word",860,"Spargel",1399,"correct","1","WPM","incongruent","Gemuese"
"3392","dattel_incorrect",1310,"Dattel",1422,"correct","1","FPM","incongruent","Fruechte"
"3392","faehre_word",1240,"Faehre",1309,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"3392","kohlrabi_incorrect",1110,"Kohlrabi",1421,"incorrect","0","FPM","incongruent","Gemuese"
"3392","fuchs_correct",1060,"Fuchs",1268,"incorrect","0","FPM","congruent","Saeugetiere"
"3392","hubschrauber_word",1300,"Kanu",1142,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"3392","bohrmaschine_word",1530,"Saege",965,"correct","1","WPM","incongruent","Werkzeug"
"3392","truhe_word",1190,"Wiege",974,"correct","1","WPM","incongruent","Moebel"
"3392","fledermaus_word",1580,"Ziege",926,"correct","1","WPM","incongruent","Saeugetiere"
"3392","orange_correct",1300,"Orange",1609,"incorrect","0","FPM","congruent","Fruechte"
"3392","kiwi_correct",900,"Kiwi",1793,"correct","1","FPM","congruent","Fruechte"
"3392","elster_correct",950,"Elster",1794,"incorrect","0","FPM","congruent","Voegel"
"3392","meise_word",1210,"Meise",1424,"correct","1","WPM","congruent","Voegel"
"3392","schrank_incorrect",990,"Schrank",1142,"incorrect","0","FPM","incongruent","Moebel"
"3392","maurerkelle_word",1390,"Feile",1377,"correct","1","WPM","incongruent","Werkzeug"
"3392","kokosnuss_word",1510,"Kokosnuss",815,"incorrect","0","WPM","congruent","Fruechte"
"3392","wiege_word",1190,"Truhe",941,"incorrect","0","WPM","incongruent","Moebel"
"3392","schlafanzug_word",1530,"Schlafanzug",1181,"incorrect","0","WPM","congruent","Kleidung"
"3392","socke_correct",1300,"Socke",1014,"correct","1","FPM","congruent","Kleidung"
"3392","schiff_word",1040,"Schiff",946,"correct","1","WPM","congruent","Fortbewegungsmittel"
"3392","mantel_word",1020,"Mantel",871,"correct","1","WPM","congruent","Kleidung"
"3392","harke_correct",1170,"Harke",1339,"correct","1","FPM","congruent","Werkzeug"
"3392","sellerie_word",1110,"Sellerie",926,"correct","1","WPM","congruent","Gemuese"
"3392","zwiebel_correct",940,"Zwiebel",1732,"correct","1","FPM","congruent","Gemuese"
"3392","lama_incorrect",940,"Lama",1713,"correct","1","FPM","incongruent","Saeugetiere"
"3392","blaubeere_incorrect",1310,"Blaubeere",1386,"correct","1","FPM","incongruent","Fruechte"
"3392","ziege_word",1310,"Fledermaus",1056,"correct","1","WPM","incongruent","Saeugetiere"
"3392","wiege_correct",1210,"Wiege",1098,"incorrect","0","FPM","congruent","Moebel"
"3392","hose_incorrect",1020,"Hose",883,"correct","1","FPM","incongruent","Kleidung"
"3392","meise_incorrect",1090,"Meise",911,"correct","1","FPM","incongruent","Voegel"
"3392","reiher_word",1180,"Wellensittich",1057,"correct","1","WPM","incongruent","Voegel"
"3392","kleid_correct",1430,"Kleid",944,"incorrect","0","FPM","congruent","Kleidung"
"3392","zwiebel_word",1250,"Avocado",1009,"incorrect","0","WPM","incongruent","Gemuese"
"3392","kutsche_incorrect",1320,"Kutsche",991,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"3392","mais_correct",930,"Mais",1136,"incorrect","0","FPM","congruent","Gemuese"
"3392","saege_correct",1030,"Saege",970,"correct","1","FPM","congruent","Werkzeug"
"3392","pullover_word",1290,"Pullover",1842,"correct","1","WPM","congruent","Kleidung"
"3392","walze_incorrect",1230,"Walze",1706,"incorrect","0","FPM","incongruent","Werkzeug"
